UserID,Age,NumberOfPeople,BookingDay,BookingMonth,CheckInDay,CheckInMonth,NumberOfDaysFromBooking,NumberOfDaysOfStay,LocationOfHotel,TravellerLocation,HotelType,TravelType,Price
361,20,4,1,12,6,1,19,26,7,2,2,1,11151
712,45,3,5,7,2,8,25,6,4,2,3,2,1176
361,44,4,4,8,7,8,10,2,2,1,1,1,11329
354,23,3,3,4,5,4,9,8,6,5,4,2,7322
712,45,2,1,3,2,3,1,2,6,1,2,2,1274
982,32,3,4,1,2,1,5,27,6,5,2,1,3304
361,56,3,6,12,6,12,7,9,5,4,1,1,11893
362,53,3,5,3,7,3,2,4,3,7,1,2,1998
267,21,3,2,11,2,12,28,19,5,7,1,1,5801
982,25,3,4,6,1,7,11,7,7,7,4,2,4438
123,25,4,7,7,7,8,14,27,7,7,3,2,4585
543,37,3,7,5,6,5,13,24,6,2,3,2,2686
354,51,2,5,4,4,5,27,21,1,2,3,2,6332
267,67,4,7,1,1,2,15,28,1,4,3,2,5838
982,68,3,2,3,1,4,27,15,2,4,1,1,3526
362,59,1,6,3,4,4,26,8,2,1,4,2,1544
712,41,2,7,6,1,6,1,7,2,6,1,2,1316
267,62,4,6,6,1,7,16,3,7,3,3,1,5652
883,25,3,5,7,4,7,13,17,4,7,4,1,1888
982,32,1,7,8,2,8,9,24,4,1,2,1,4288
552,51,2,2,11,4,11,2,16,4,2,3,1,754
361,51,4,2,5,6,6,18,24,2,4,2,2,11432
552,66,3,4,10,4,10,21,27,3,7,1,2,925
361,21,1,7,9,5,10,19,14,5,4,2,1,11151
123,50,4,7,7,6,7,20,27,7,1,1,2,4615
362,67,4,7,5,5,6,19,16,2,6,3,1,2468
361,64,2,6,1,1,2,16,25,7,2,4,2,11247
552,57,2,6,9,2,10,24,5,1,2,1,2,682
362,24,1,4,4,5,5,29,18,2,6,2,2,1941
123,29,2,2,2,5,3,17,4,7,1,3,1,5482
982,31,2,2,5,7,5,12,27,7,6,1,2,3822
362,68,2,1,4,1,4,7,17,7,3,3,2,2243
543,70,2,7,6,6,7,20,25,7,5,3,1,2186
982,66,2,7,2,3,3,30,13,2,3,3,2,4881
123,61,1,4,8,6,9,16,6,7,1,3,2,4893
552,34,2,1,12,4,1,24,16,2,3,4,1,802
361,27,3,6,11,1,12,23,24,2,6,4,1,11300
362,44,3,7,8,4,9,4,9,3,6,4,2,2317
552,27,4,4,11,6,11,9,29,3,3,4,2,750
543,63,2,2,3,3,4,29,30,7,6,2,2,2687
982,69,4,7,10,7,11,28,20,2,7,4,2,4788
982,46,4,4,12,7,12,3,25,5,7,4,2,4383
552,44,4,6,9,3,9,4,15,7,6,1,2,918
543,49,4,2,6,2,7,28,20,1,1,2,2,2816
362,41,3,7,11,3,11,3,18,7,4,2,1,2384
362,31,4,5,10,1,11,24,25,1,5,4,2,2451
123,43,3,1,2,5,2,4,16,4,6,2,2,4784
123,54,2,6,2,3,3,4,7,6,5,1,1,4620
354,52,1,7,9,5,10,26,19,3,6,3,1,7493
552,60,3,6,9,3,10,25,28,5,1,3,1,736
267,36,4,4,3,4,3,7,7,6,2,3,2,5722
883,41,4,7,4,4,5,18,17,7,7,4,2,1730
123,42,1,1,1,4,1,10,6,3,6,1,1,4674
361,68,3,3,1,1,2,12,23,5,5,1,1,11701
362,40,3,1,6,4,6,3,10,7,4,4,2,2402
883,29,4,5,4,4,4,6,4,1,7,3,1,1230
543,67,2,5,7,2,7,4,27,4,6,1,1,2199
712,20,3,6,6,1,7,23,15,7,6,3,2,1401
982,35,3,3,8,7,8,11,5,4,4,1,2,3462
354,42,2,1,6,6,7,12,30,4,4,1,1,7287
361,32,4,4,6,2,7,19,15,4,6,3,2,11899
362,43,2,3,11,1,12,12,9,1,3,1,1,1841
543,60,1,6,6,4,6,5,23,2,7,4,2,2631
123,69,2,1,11,6,12,26,21,3,5,3,1,4719
543,59,2,3,4,5,4,9,8,6,6,2,2,2892
552,47,3,3,2,1,3,11,4,5,3,3,1,613
361,64,4,4,1,3,1,13,12,2,4,4,2,11309
361,36,4,2,10,5,11,10,6,6,4,3,2,11136
267,57,1,5,9,6,10,22,19,3,6,2,2,5277
543,31,2,5,10,1,10,10,28,4,5,3,1,2564
712,61,3,5,8,7,9,9,30,6,6,4,1,1017
354,47,1,5,9,3,10,19,2,5,2,3,2,6374
982,24,4,3,11,5,12,30,28,7,5,2,1,3485
982,33,4,5,1,7,1,16,23,2,2,2,1,4715
883,51,2,6,11,5,12,20,17,3,7,3,2,1756
267,37,2,5,8,7,9,9,1,3,6,2,2,5407
712,52,3,6,2,4,2,5,18,1,1,3,1,1182
883,36,3,7,5,5,6,5,9,6,3,1,1,1425
883,48,2,1,9,1,10,14,3,3,3,4,1,1331
362,67,1,2,2,3,2,15,13,4,4,3,1,2079
362,41,3,1,1,1,2,28,29,7,6,2,1,2264
552,45,3,5,11,5,12,21,25,4,5,1,1,549
362,44,2,3,7,4,7,8,21,7,4,1,2,1728
354,62,2,5,11,6,12,15,4,4,1,2,2,7661
362,45,2,7,8,6,8,20,5,5,7,4,2,2386
354,30,1,6,3,5,3,6,13,6,6,1,1,6451
362,40,2,5,1,6,1,22,3,7,7,2,1,1898
267,51,1,7,5,7,6,21,23,5,5,1,1,5816
552,43,4,4,4,2,5,12,22,1,5,4,1,743
982,21,3,6,7,6,8,14,25,2,1,3,1,3649
267,37,2,1,1,5,2,18,14,5,3,2,2,5193
362,59,2,3,10,1,10,12,3,7,4,1,2,2140
267,59,1,7,4,7,4,7,5,5,5,3,2,5546
361,57,1,1,11,3,12,2,3,2,2,1,2,11513
123,35,1,2,6,2,6,14,24,7,6,2,1,5147
123,38,4,7,10,4,11,18,25,7,4,4,2,5112
267,48,4,3,10,3,10,21,24,5,3,3,1,5675
552,51,3,4,4,4,5,7,15,2,2,3,1,894
361,45,1,2,2,2,3,7,23,2,7,3,2,11655
267,43,3,1,10,4,10,10,11,6,5,2,2,5494
267,50,3,5,1,5,2,14,16,2,2,3,1,5272
361,46,4,4,5,1,5,25,8,4,1,4,1,11329
362,37,3,2,6,4,6,23,27,4,3,1,1,2232
712,38,2,1,6,3,7,16,27,6,7,1,2,1267
267,52,3,6,5,4,5,19,29,7,4,2,2,5861
362,26,2,3,12,6,1,24,3,3,7,1,1,2275
712,68,4,1,1,3,1,23,27,7,3,1,2,1161
712,58,4,3,4,3,5,14,1,5,3,4,2,1022
362,52,1,7,7,5,8,26,6,4,7,4,1,1587
123,20,1,1,8,7,8,20,6,3,7,4,1,5226
883,69,4,2,7,7,8,26,12,7,6,4,1,1240
123,64,1,6,2,6,3,27,17,2,4,4,2,5275
552,36,1,5,7,7,7,2,6,4,7,1,2,562
362,51,2,5,9,6,10,29,5,7,2,2,2,1619
982,61,4,6,4,5,4,27,2,5,1,1,2,4948
543,35,2,5,8,4,9,20,10,3,5,1,1,2953
267,44,3,7,9,2,10,30,27,2,7,3,1,5646
543,44,2,1,7,5,7,25,23,6,2,2,1,2231
361,31,4,6,9,1,9,2,19,1,7,3,2,11252
123,22,2,4,9,7,9,3,15,4,6,3,2,5483
552,41,3,3,6,7,7,18,22,3,7,1,1,678
267,60,1,7,9,3,10,17,29,5,5,2,2,5737
361,47,3,5,5,2,5,25,10,2,3,3,1,11954
362,45,4,2,3,4,3,16,22,3,2,2,1,1517
267,30,4,5,9,1,9,3,28,7,6,2,2,5276
543,48,1,7,4,3,5,17,24,1,7,1,1,2487
362,62,2,4,9,7,9,3,12,3,4,1,2,2454
552,23,3,6,10,1,10,23,13,6,7,4,1,774
354,25,1,5,12,6,1,22,4,6,2,3,1,7666
543,21,4,7,11,4,11,4,7,5,2,3,1,2331
712,39,3,2,9,3,9,8,7,5,4,2,2,1152
883,24,3,7,1,4,1,18,5,7,7,2,2,1888
267,63,4,3,8,4,9,15,6,2,7,3,1,5244
712,59,4,1,6,7,7,27,14,7,5,3,2,1164
361,43,3,2,8,5,8,10,14,6,5,2,1,11273
123,33,4,5,10,1,11,24,28,6,5,4,2,4847
982,32,2,5,5,2,5,4,4,6,3,4,1,4176
123,65,4,1,8,4,8,3,2,3,4,2,1,5353
982,51,2,7,12,5,1,5,29,3,2,3,1,4704
883,70,2,4,7,3,8,13,8,6,5,1,1,1454
883,36,2,3,6,7,7,25,25,7,6,3,2,1202
982,56,2,7,8,3,9,17,29,6,4,2,2,4721
712,44,3,5,3,4,3,6,30,5,5,1,1,1165
267,52,4,5,5,5,5,7,1,6,2,3,1,5144
552,27,4,5,2,6,2,1,16,7,7,2,1,981
883,40,4,3,10,4,10,1,23,4,6,4,2,1122
362,56,3,5,6,3,6,5,27,7,7,3,2,1870
361,49,2,2,11,3,12,15,2,6,2,1,2,11055
362,35,1,7,3,2,3,2,9,2,6,1,1,1618
361,63,3,6,4,6,5,21,4,3,6,1,2,11802
543,52,1,7,10,6,11,27,17,6,3,2,1,2472
354,69,3,2,11,6,11,18,1,3,2,1,2,6314
361,45,1,7,7,7,7,7,24,2,4,3,1,11724
982,44,1,3,12,1,1,19,7,5,1,4,1,4375
883,31,2,2,9,6,10,18,30,7,1,3,1,1983
362,58,3,3,5,6,5,10,20,4,6,4,2,1949
543,28,3,3,10,2,10,6,3,4,7,2,2,2148
543,59,3,4,7,6,7,9,22,3,7,4,2,2017
982,55,2,7,6,3,6,10,22,2,5,1,2,3309
982,32,4,5,1,6,1,22,15,7,7,1,2,4418
354,59,1,5,7,5,8,14,28,1,7,4,1,7647
267,26,4,1,2,4,3,24,4,1,7,1,2,5392
362,22,2,6,9,1,10,16,7,1,2,3,1,2149
354,38,2,3,8,2,8,27,25,7,3,3,1,7350
361,25,4,6,6,1,6,2,16,3,1,1,1,11015
123,52,4,4,12,2,1,12,8,5,7,2,1,4763
552,68,3,6,11,3,11,11,29,7,7,2,1,727
123,21,1,6,4,1,4,2,15,3,6,4,1,4906
712,61,3,1,1,5,1,11,1,7,2,3,1,1330
362,67,4,7,11,1,11,8,20,5,4,4,2,2117
712,46,1,4,6,3,7,13,9,2,2,3,1,1393
712,27,1,3,11,5,11,9,7,7,6,2,2,1236
123,45,1,6,2,6,3,28,19,5,1,3,2,4939
712,64,4,7,8,3,8,10,24,1,3,2,2,1288
883,33,4,7,4,1,4,8,16,1,2,3,2,1593
712,35,4,6,1,1,2,23,8,3,6,2,1,1390
354,35,3,6,7,3,7,25,23,6,3,1,2,7960
354,65,2,5,7,6,8,22,22,2,3,4,2,7581
552,29,1,1,10,2,11,29,8,1,6,4,2,569
362,56,1,2,6,1,7,20,7,1,6,4,1,2396
712,39,4,2,10,7,11,26,27,7,5,3,2,1394
362,36,2,7,7,2,8,23,8,2,4,4,1,2096
362,47,2,7,10,1,10,15,1,3,4,1,2,1596
982,35,3,7,6,1,6,1,11,3,6,4,1,4248
883,23,2,5,1,6,1,8,8,1,6,2,2,1909
362,21,2,4,2,4,3,27,4,1,3,3,1,2045
361,33,3,6,6,7,6,1,3,4,2,1,2,11147
267,31,3,1,4,1,4,14,7,1,3,4,2,5284
267,63,3,3,11,2,12,27,8,1,6,2,1,5975
362,21,4,7,8,1,8,1,25,6,1,1,2,2305
552,46,4,6,9,1,10,16,18,1,3,2,2,805
361,63,2,3,6,2,7,20,25,6,1,2,2,11589
361,65,1,6,1,4,1,12,26,6,4,3,1,11966
982,22,1,3,1,5,1,2,11,2,4,2,2,4347
267,50,2,2,6,6,7,4,8,2,7,4,1,5792
123,50,2,3,3,6,3,3,5,4,3,1,2,5231
883,57,3,7,5,3,6,17,3,4,1,4,1,1101
883,50,1,3,12,2,12,13,16,2,3,2,1,1577
712,59,3,6,3,7,3,8,10,6,3,4,1,1417
883,34,1,7,10,1,10,15,9,7,4,1,1,1309
267,40,3,4,6,6,6,9,10,6,3,2,2,5631
712,67,2,5,6,1,6,17,10,3,5,3,1,1298
543,39,4,7,3,3,3,17,27,1,2,2,1,2176
354,47,4,5,9,5,10,28,16,7,6,4,2,7944
982,64,4,6,7,1,7,2,19,6,1,2,2,3284
883,66,3,5,9,7,9,9,2,4,5,1,2,1399
982,44,2,7,11,2,11,23,1,1,1,4,2,4651
543,40,2,6,10,4,11,5,22,7,7,1,1,2343
267,30,2,3,3,5,4,16,15,4,3,3,1,5387
354,50,1,4,8,6,8,9,6,7,1,1,2,7864
361,29,4,1,8,5,9,4,26,1,7,4,2,11933
267,66,3,2,11,7,11,12,2,2,7,2,1,5016
267,57,3,6,11,5,11,20,8,4,1,1,2,5019
883,48,2,2,3,4,3,9,7,3,5,4,2,1427
883,52,4,4,1,7,2,24,26,7,5,2,1,1417
354,33,1,7,11,6,12,27,28,4,1,2,1,7524
543,59,3,3,4,2,5,20,28,1,1,2,2,2532
123,61,2,2,11,4,12,16,1,3,7,1,1,4756
883,21,2,5,3,2,3,11,28,4,5,4,1,1081
543,28,4,6,7,3,8,18,17,5,1,1,2,2988
362,66,3,2,7,5,8,17,1,1,5,2,2,2436
883,25,4,2,2,3,3,29,11,4,5,1,1,1723
354,30,3,6,8,7,8,8,12,3,3,3,1,6746
362,57,2,1,1,4,2,24,16,3,7,4,2,1763
712,49,1,5,7,3,7,19,20,2,3,4,1,1020
543,33,2,2,7,6,8,18,29,4,2,3,1,2465
267,49,1,3,12,3,12,7,18,3,1,2,2,5313
982,60,3,6,1,5,2,13,14,1,1,4,1,4071
267,57,4,4,12,4,1,7,10,2,6,1,1,5684
712,45,4,4,12,1,12,11,17,7,6,2,2,1100
552,48,2,3,5,1,5,26,8,5,4,1,2,738
883,26,4,1,5,5,6,18,19,6,4,1,1,1783
354,50,4,4,4,3,4,13,6,4,7,1,1,6172
361,38,1,3,5,7,5,18,28,5,3,4,1,11038
354,65,3,3,9,6,10,10,30,5,1,1,2,6094
712,65,3,3,8,3,8,14,23,5,7,4,1,1045
362,64,3,7,11,4,11,4,15,5,7,1,1,2406
982,26,1,2,11,4,12,30,23,3,3,3,2,4366
361,44,4,1,4,3,5,23,6,6,6,3,1,11545
712,56,2,3,11,1,11,12,16,3,3,4,1,1016
712,70,4,1,8,2,8,8,20,1,3,2,1,1267
354,30,2,2,10,3,11,29,20,1,4,4,1,7317
552,32,1,2,9,6,10,18,20,3,7,4,2,732
361,30,4,3,2,3,3,21,8,5,5,1,1,11060
361,62,2,1,3,3,4,23,12,1,7,1,1,11958
883,68,4,1,11,2,12,29,14,4,6,1,1,1856
361,30,1,1,9,4,9,10,16,1,5,1,1,11574
354,42,4,5,3,1,3,3,21,4,5,2,1,7703
982,50,4,5,9,3,10,26,18,3,6,2,2,3074
267,61,2,6,8,5,9,13,15,3,3,1,1,5903
883,67,2,5,8,6,9,15,22,7,6,4,1,1198
543,37,1,2,11,7,12,26,25,1,6,4,2,2184
883,57,2,4,9,2,10,26,15,3,5,2,2,1737
123,41,1,3,4,5,5,30,15,4,1,1,1,5491
883,33,2,5,9,6,10,8,4,1,1,4,2,1364
543,61,1,5,6,4,6,6,11,2,1,4,1,2703
543,26,3,1,1,5,1,4,29,6,4,2,2,2587
361,45,1,6,11,2,12,24,18,3,5,2,1,11818
883,41,2,7,10,5,10,5,13,3,4,2,2,1941
552,46,1,1,6,1,6,7,19,3,1,4,2,924
354,36,2,4,7,2,7,5,7,1,7,4,1,6343
361,59,1,2,5,7,6,5,27,4,6,4,2,11800
123,51,4,4,6,5,7,15,25,1,5,2,1,5105
123,52,4,6,1,1,2,30,4,6,3,1,1,5010
883,64,3,7,1,2,1,16,30,1,1,2,2,1768
267,43,1,3,12,7,1,11,19,1,3,4,2,5348
982,28,4,6,9,7,9,8,6,3,1,4,2,3707
354,65,2,7,6,3,7,24,4,2,6,4,2,6610
883,57,2,6,5,2,5,10,28,5,5,2,1,1468
552,44,2,5,1,3,1,19,28,7,1,2,1,520
362,24,3,5,7,6,7,1,17,3,5,2,2,1518
982,45,1,5,12,2,1,11,23,7,6,3,1,4548
543,47,2,2,11,7,11,5,24,6,3,1,1,2210
354,63,1,5,6,1,6,24,21,1,5,1,1,6890
883,31,4,3,11,2,12,13,21,2,3,3,1,1140
267,28,1,7,5,5,5,5,16,6,2,4,2,5985
354,46,3,3,6,6,6,3,12,4,3,2,1,6277
883,55,4,5,11,7,11,2,6,6,1,2,2,1638
712,21,2,4,2,6,2,2,13,2,2,2,1,1236
123,25,4,1,9,6,10,26,27,6,6,3,1,5187
354,34,4,2,6,2,6,7,21,1,2,1,1,7946
361,66,2,7,11,2,12,9,17,6,5,4,1,11644
883,31,1,7,1,2,1,9,25,5,4,1,2,1079
123,34,1,7,3,1,4,22,8,2,6,1,1,5195
354,28,2,7,1,6,1,6,19,5,7,1,2,7864
543,31,4,7,4,1,5,15,1,4,7,4,2,2149
982,34,4,4,5,7,5,24,25,2,6,3,1,3205
883,57,2,1,6,2,6,15,30,3,3,3,2,1248
543,54,4,4,6,6,6,2,5,6,3,4,1,2310
552,36,2,5,10,5,11,14,9,2,5,4,2,730
552,68,3,5,5,1,5,3,21,2,7,1,2,793
362,21,2,2,12,3,12,15,14,6,4,3,2,1537
354,24,3,7,9,6,9,13,24,4,7,2,1,6961
362,59,3,3,11,5,11,16,7,6,6,4,2,1843
712,35,2,3,9,1,9,12,9,6,3,1,1,1444
267,45,1,1,8,4,9,17,1,6,5,1,2,5118
883,61,4,1,11,7,11,13,4,7,3,4,2,1751
354,27,4,1,6,1,6,21,6,7,3,4,2,7311
543,41,3,4,1,3,2,6,4,1,4,1,2,2936
267,25,4,1,5,1,6,28,11,4,1,2,2,5899
543,26,2,7,4,7,5,28,2,5,5,4,2,2064
982,55,4,7,3,6,4,20,14,2,3,2,1,4404
543,69,1,4,5,4,6,14,8,6,2,3,2,2611
362,20,4,6,12,4,1,19,4,7,1,1,1,1911
267,36,1,3,9,7,10,18,25,6,7,4,1,5803
267,33,2,2,4,7,4,12,27,6,1,2,1,5633
362,70,4,2,2,3,3,29,2,6,7,2,2,2437
362,27,2,4,12,2,12,5,2,6,4,4,1,2498
982,55,1,3,6,6,6,3,27,6,5,4,2,3098
552,40,2,6,4,4,5,26,17,3,6,2,1,529
883,33,3,7,4,1,4,8,13,3,5,3,1,1971
354,69,2,1,3,1,4,28,3,7,6,4,2,7770
123,55,2,1,4,1,5,28,22,2,5,2,1,5298
123,33,4,6,9,3,9,4,17,3,2,1,2,4889
354,67,3,1,8,7,9,13,2,3,6,4,1,7489
354,46,2,6,9,2,9,24,28,4,7,3,1,6235
267,37,2,1,10,6,11,26,20,2,4,1,1,5113
982,59,2,2,4,3,4,15,27,6,7,2,1,3051
123,45,2,4,7,4,8,21,12,6,3,3,1,5176
267,62,2,6,1,5,2,20,23,3,5,4,1,5029
267,64,2,3,5,1,6,26,30,4,4,4,2,5920
362,68,1,5,10,1,11,3,13,2,2,4,1,2440
982,45,1,5,3,5,4,21,15,1,7,3,1,4170
354,42,3,7,4,7,5,28,3,6,4,4,2,7895
361,31,1,5,7,4,7,6,9,1,4,1,1,11214
123,32,2,5,6,2,6,4,10,7,5,1,2,4612
354,23,1,7,7,4,8,25,30,1,2,1,2,7326
543,55,1,6,3,7,3,22,4,4,3,4,2,2936
267,32,3,6,9,4,10,19,20,2,5,2,2,5788
123,56,4,6,6,2,7,24,8,4,2,4,1,4627
123,47,3,3,2,3,3,21,26,2,5,4,2,5464
361,23,3,5,11,6,11,8,4,6,5,3,1,11979
982,34,4,6,11,7,12,22,2,7,2,3,1,4666
712,67,4,5,4,1,4,3,19,1,2,4,2,1351
123,36,2,2,4,5,4,3,21,5,2,2,1,5074
361,46,4,7,9,2,9,2,4,5,5,3,2,11241
354,38,3,4,6,3,7,27,2,2,3,3,2,7160
543,26,4,3,1,7,1,4,9,3,3,4,1,2966
361,65,2,7,6,7,7,14,13,2,6,4,2,11513
543,55,4,1,1,5,2,18,27,5,6,2,2,2530
267,50,2,4,7,2,8,26,3,7,5,4,2,5009
361,65,2,5,9,4,10,20,1,3,3,3,2,11588
712,41,4,6,7,2,8,17,14,1,6,3,2,1425
543,21,4,5,4,6,5,22,30,7,2,3,1,2344
267,70,2,1,6,5,6,18,14,2,2,3,1,5765
354,41,4,3,7,6,7,10,13,1,1,4,1,7968
354,26,3,6,2,7,3,15,20,3,1,4,2,7006
982,58,4,5,3,3,4,12,24,6,5,4,2,4175
982,45,3,4,2,6,2,2,17,7,7,3,2,3349
362,62,4,7,4,5,4,5,25,3,1,1,2,2364
982,29,1,7,10,3,11,10,27,2,1,2,2,4646
543,54,4,2,10,5,11,17,9,3,5,3,1,2076
362,65,1,3,8,3,9,21,30,2,1,3,2,2275
543,28,3,5,8,7,9,16,7,7,4,1,1,2535
354,63,2,7,6,4,7,25,15,3,6,3,2,7795
267,40,2,5,9,5,9,21,26,6,4,2,2,5226
354,67,3,5,12,4,1,20,6,1,2,4,2,6410
361,33,4,7,7,7,8,28,13,7,3,2,1,11808
712,32,2,4,6,4,6,14,24,5,4,3,2,1403
361,56,1,5,8,5,8,21,28,5,1,1,2,11590
552,45,3,4,11,4,11,7,8,5,2,2,2,679
552,57,1,1,1,6,1,12,18,5,3,3,1,534
712,60,4,5,7,2,8,25,30,3,7,3,1,1021
123,31,1,5,9,7,10,30,26,1,1,4,2,4736
361,62,2,1,5,2,5,8,2,7,3,3,1,11975
552,20,2,7,8,3,9,17,1,3,2,1,1,567
267,20,3,7,12,5,12,19,8,2,6,2,2,5670
552,41,4,7,3,2,3,16,15,5,3,2,1,566
267,22,4,4,10,3,10,6,1,6,6,2,1,5494
354,56,2,7,9,1,9,8,14,3,3,4,2,7859
552,41,3,1,7,4,8,24,22,4,1,3,2,790
712,38,4,6,1,6,1,14,11,2,5,3,1,1187
267,44,1,5,9,5,9,14,2,4,6,3,1,5113
883,66,2,2,1,2,2,28,11,3,1,1,2,1067
543,31,2,2,9,2,10,21,24,6,2,3,1,2553
267,26,2,5,2,7,3,15,11,6,2,1,1,5797
361,61,2,1,9,5,9,11,10,7,6,3,2,11901
552,56,2,7,11,2,11,2,26,6,5,3,2,695
712,67,4,1,12,7,1,27,12,1,1,1,1,1141
712,64,3,3,4,2,5,20,6,4,2,1,1,1337
362,53,3,4,7,4,8,7,3,2,6,3,2,1869
362,59,3,1,8,4,8,24,24,5,3,4,2,2175
712,20,4,6,6,1,6,23,26,4,1,1,2,1382
354,41,1,4,2,5,2,15,19,1,1,1,1,7392
982,68,1,5,2,6,3,28,28,2,3,3,1,3292
361,67,3,4,7,7,7,17,4,3,2,3,2,11012
543,30,3,6,6,3,6,11,9,3,4,4,1,2885
362,62,3,5,3,1,4,17,2,5,5,4,1,2021
712,57,3,7,2,7,3,13,29,6,7,3,2,1439
362,26,1,6,10,6,11,28,26,4,3,1,1,1503
712,28,1,3,9,5,10,30,3,7,1,1,2,1466
543,33,4,4,12,3,12,20,5,5,1,4,1,2351
123,55,4,3,12,4,1,22,27,4,7,1,2,4558
552,64,1,3,8,4,8,15,30,2,2,3,1,820
362,50,4,3,5,4,6,15,23,4,3,2,1,1717
883,66,3,2,1,4,1,9,13,3,7,2,2,1706
361,53,3,6,1,6,1,21,11,4,3,2,1,11380
267,58,4,2,2,3,2,8,30,3,5,4,2,5210
267,23,2,6,5,6,6,7,29,3,2,3,2,5796
552,36,3,5,2,3,2,12,5,5,7,4,2,847
552,40,1,3,1,5,2,16,17,3,2,2,2,517
361,47,2,4,9,7,10,3,10,4,4,1,2,11313
361,52,1,1,2,7,3,20,20,4,7,1,2,11333
883,47,1,4,11,1,11,4,23,6,3,2,2,1438
712,57,4,7,1,3,1,3,16,3,6,4,1,1424
123,59,4,2,11,6,11,18,11,7,2,1,1,5396
354,66,3,4,6,6,6,2,11,7,4,3,2,7354
354,29,1,3,2,1,2,12,14,5,6,1,2,6300
883,47,4,1,2,7,3,27,18,5,2,1,1,1728
883,20,3,6,2,2,3,17,15,5,7,1,1,1451
543,68,4,7,6,2,6,16,5,3,6,2,1,2642
712,33,1,6,1,1,1,16,2,2,3,1,1,1353
267,38,3,6,4,4,5,19,26,5,7,2,1,5496
362,38,2,1,2,2,3,21,10,5,4,4,1,1907
883,48,1,4,6,6,7,30,18,1,5,4,2,1653
123,49,3,7,7,4,7,4,17,3,2,3,2,4535
267,53,1,2,2,1,3,26,21,5,5,4,1,5764
362,31,4,1,1,1,2,7,21,5,3,4,2,2099
354,63,2,5,4,1,5,17,26,1,2,3,1,6841
267,57,4,3,2,4,2,8,2,1,7,4,2,5163
883,53,1,7,2,6,3,20,2,4,2,3,2,1538
354,46,2,2,11,5,11,3,26,6,3,3,1,7668
354,21,1,4,1,3,1,20,23,1,3,1,2,7281
354,32,4,2,4,2,5,21,22,3,4,2,1,7090
123,36,3,4,3,4,4,21,14,6,6,4,1,5319
543,37,1,5,3,2,3,18,18,2,5,3,2,2705
982,40,2,6,4,7,5,29,28,6,5,2,2,3389
883,44,1,3,3,7,3,11,20,4,2,2,1,1391
267,34,1,1,4,4,5,24,30,7,6,3,2,5439
712,25,3,3,1,2,1,6,22,2,3,1,1,1147
362,40,2,5,8,7,9,23,4,2,2,2,2,1553
361,44,1,2,11,6,12,11,13,4,2,1,1,11616
123,63,3,5,12,1,12,24,13,2,5,1,1,4759
123,46,3,5,6,3,6,19,14,4,3,2,1,4771
362,65,1,7,9,6,9,6,6,6,1,1,1,2001
712,58,2,1,4,2,4,8,7,4,7,1,2,1293
354,44,3,5,12,2,12,11,1,3,2,4,2,7709
982,54,2,6,6,2,7,10,3,6,5,4,1,3971
883,43,2,2,3,6,4,18,17,4,1,4,1,1220
982,64,1,5,12,7,1,23,18,3,3,2,2,3056
552,55,1,1,11,7,12,27,25,1,1,1,1,773
361,35,3,7,4,2,5,30,22,7,6,4,1,11638
552,42,1,5,8,4,8,6,2,7,7,1,1,836
361,62,1,7,11,5,12,12,22,4,5,2,1,11111
982,49,4,7,9,2,9,23,29,4,3,2,2,3173
361,32,2,5,10,1,10,17,22,2,4,4,2,11474
543,38,3,4,2,7,3,23,20,2,2,3,1,2354
362,31,3,4,3,5,4,22,26,4,4,3,1,2030
361,44,3,2,4,7,5,12,26,3,2,4,1,11710
354,39,2,1,6,7,7,27,16,6,7,3,2,7456
552,22,3,3,9,4,10,15,28,7,2,2,1,512
362,36,2,4,1,7,2,17,11,5,1,4,2,2284
362,52,4,7,7,6,7,13,30,7,3,2,1,2237
267,25,2,4,6,1,7,25,17,2,3,3,1,5982
362,64,3,3,6,5,6,9,30,3,3,3,2,1723
543,60,1,5,12,7,1,30,27,2,5,2,2,2686
552,59,2,7,11,6,11,13,15,3,4,4,1,704
712,35,4,1,11,6,11,5,20,7,6,4,1,1093
123,59,2,3,11,4,12,29,14,3,6,1,2,5339
361,55,3,5,4,7,4,2,5,7,5,3,2,11793
362,53,1,3,9,1,10,26,27,4,6,2,1,1817
712,36,4,2,4,4,5,30,9,4,7,3,2,1230
552,21,4,4,2,4,3,28,28,6,6,3,1,916
362,55,4,3,3,3,4,14,24,4,3,1,1,1968
552,37,1,3,11,6,11,3,15,2,1,3,1,866
712,39,1,7,4,4,4,11,5,4,6,4,2,1163
354,30,1,3,1,1,2,26,25,5,3,3,1,6457
362,50,4,3,4,6,5,17,6,6,7,1,1,2039
267,66,3,1,9,4,9,10,26,1,6,4,2,5860
543,22,4,2,1,6,2,4,15,6,4,1,2,2676
361,33,3,5,5,1,6,24,14,7,6,4,1,11448
361,53,4,2,11,1,12,20,12,2,2,4,2,11396
362,44,4,6,11,1,11,2,3,1,3,3,1,1778
362,54,1,4,6,7,6,17,2,6,5,1,2,2286
354,51,1,6,4,3,5,25,26,3,1,2,1,6313
982,32,1,4,8,4,9,14,12,3,7,4,1,3913
267,41,1,3,7,2,7,13,2,5,2,1,2,5955
543,59,4,7,3,4,4,18,29,4,6,3,1,2985
543,29,3,3,8,6,8,17,8,3,1,2,1,2166
123,32,2,7,6,1,6,8,2,3,2,1,1,5410
